record_id,client_public,client_public_label,public_client_allowed,public_case_code,institution_class_label,project_title_public,case_title_public,person_id,role_public,proof_bucket,evidence_layer,evidence_score,proof_public_label_v10,visibility_policy,company_record_allowed,key_personnel_record_allowed,allowed_contexts,canonical_ministry,ministry_family,evaluation_group,primary_theme,theme_buckets_kr,themes_raw,problem_archetypes,institution_classes,function_models,representative_score_base_v7,representative_priority,hero_tags,appeal_triggers,homepage_badges,hide_year_by_default,hide_amount_by_default,hide_previous_company_by_default,public_projection,safe_display_rule_v10,rfp_search_text,safe_claim_templates,guardrail_tags
TR-027,국토교통부 D사,국토교통부 D사,False,D사,국토교통부,국토교통부 전략수립 수행경험,국토교통부 전략수립 수행경험,kim_jungsung,PM,B_PERSONAL_PM_OFFICIAL_PROOF_NOT_COMPANY_RECORD,L2_KEY_PERSON_PM_OFFICIAL,85,대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능,proposal_key_personnel_and_person_profile,False,True,"[""proposal_key_personnel_record"", ""person_card"", ""methodology_context""]",국토교통부,국토·SOC·교통·도시,local_public_enterprise_or_facility_management_group,strategy,"[""전략수립""]","[""strategy""]","[""esg_social_value_carbon"", ""public_value_esg""]","[""urban_development_housing_corporation""]","[""housing"", ""land_development"", ""regional_development"", ""urban_development""]",53,supporting,"[""central_policy_context"", ""evaluation_group_sortable"", ""official_personal_PM_proof"", ""urban_development_corporation""]","[""authority_halo"", ""buyer_risk_reduction"", ""domain_specific_confidence"", ""evaluation_group_similarity"", ""expertise_proof_personal_pm_certificate"", ""person_level_trust"", ""recognizable_anchor_institution"", ""scarcity_of_domain_experience""]","[""국토교통부"", ""도시·개발공사"", ""전략수립"", ""지방공기업""]",True,True,True,True,"public_safe_projection; hide raw institution, date, amount, prior firm; avoid causal impact claims",국토교통부 D사 국토교통부 전략수립 수행경험 국토교통부 국토·SOC·교통·도시 local_public_enterprise_or_facility_management_group strategy 국토교통부 전략수립 전략수립 strategy esg_social_value_carbon public_value_esg urban_development_housing_corporation housing land_development regional_development urban_development 국토교통부 도시·개발공사 전략수립 지방공기업 central_policy_context evaluation_group_sortable official_personal_PM_proof urban_development_corporation,"{""homepage"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""proposal"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""person_card"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능""}","[""public-safe"", ""masked-client"", ""evidence-layered""]"
TR-028,도시·개발공사 E사,도시·개발공사 E사,False,E사,도시·개발공사,도시·개발공사 전략수립 수행경험,도시·개발공사 전략수립 수행경험,kim_jungsung,PM,B_PERSONAL_PM_OFFICIAL_PROOF_NOT_COMPANY_RECORD,L2_KEY_PERSON_PM_OFFICIAL,85,대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능,proposal_key_personnel_and_person_profile,False,True,"[""proposal_key_personnel_record"", ""person_card"", ""methodology_context""]",지방자치단체,지방행정·지방공기업·지역정책,local_public_enterprise_or_facility_management_group,strategy,"[""전략수립""]","[""strategy""]","[""mid_long_term_strategy""]","[""urban_development_housing_corporation""]","[""housing"", ""land_development"", ""regional_development"", ""urban_development""]",45,supporting,"[""evaluation_group_sortable"", ""official_personal_PM_proof"", ""urban_development_corporation""]","[""buyer_risk_reduction"", ""category_fluency"", ""domain_specific_confidence"", ""evaluation_group_similarity"", ""expertise_proof_personal_pm_certificate"", ""person_level_trust"", ""problem_similarity_bias"", ""scarcity_of_domain_experience""]","[""도시·개발공사"", ""전략수립"", ""지방공기업"", ""지방자치단체""]",True,True,True,True,"public_safe_projection; hide raw institution, date, amount, prior firm; avoid causal impact claims",도시·개발공사 E사 도시·개발공사 전략수립 수행경험 지방자치단체 지방행정·지방공기업·지역정책 local_public_enterprise_or_facility_management_group strategy 도시·개발공사 전략수립 전략수립 strategy mid_long_term_strategy urban_development_housing_corporation housing land_development regional_development urban_development 도시·개발공사 전략수립 지방공기업 지방자치단체 evaluation_group_sortable official_personal_PM_proof urban_development_corporation,"{""homepage"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""proposal"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""person_card"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능""}","[""public-safe"", ""masked-client"", ""evidence-layered""]"
TR-029,민간기업/플랫폼 참고실적 B사,민간기업/플랫폼 참고실적 B사,False,B사,민간기업/플랫폼 참고실적,민간기업/플랫폼 참고실적 전략수립 수행경험,민간기업/플랫폼 참고실적 전략수립 수행경험,kim_jungsung,PM,B_PERSONAL_PM_OFFICIAL_PROOF_NOT_COMPANY_RECORD,L2_KEY_PERSON_PM_OFFICIAL,85,대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능,proposal_key_personnel_and_person_profile,False,True,"[""proposal_key_personnel_record"", ""person_card"", ""methodology_context""]",민간,민간·플랫폼·기업,non_public_private_reference,strategy,"[""전략수립""]","[""strategy""]","[""general_problem_solving""]","[""private_corporate_or_platform""]","[""corporate_hr"", ""platform_business"", ""private_strategy""]",30,context,"[""evaluation_group_sortable"", ""official_personal_PM_proof""]","[""buyer_risk_reduction"", ""evaluation_group_similarity"", ""expertise_proof_personal_pm_certificate"", ""person_level_trust""]","[""민간기업/플랫폼 참고실적"", ""전략수립""]",True,True,True,True,"public_safe_projection; hide raw institution, date, amount, prior firm; avoid causal impact claims",민간기업/플랫폼 참고실적 B사 민간기업/플랫폼 참고실적 전략수립 수행경험 민간 민간·플랫폼·기업 non_public_private_reference strategy 민간기업/플랫폼 참고실적 전략수립 전략수립 strategy general_problem_solving private_corporate_or_platform corporate_hr platform_business private_strategy 민간기업/플랫폼 참고실적 전략수립 evaluation_group_sortable official_personal_PM_proof,"{""homepage"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""proposal"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""person_card"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능""}","[""public-safe"", ""masked-client"", ""evidence-layered""]"
TR-030,외교부 A사,외교부 A사,False,A사,외교부,외교부 조직진단·조직재설계 수행경험,외교부 조직진단·조직재설계 수행경험,kim_jungsung,PM,B_PERSONAL_PM_OFFICIAL_PROOF_NOT_COMPANY_RECORD,L2_KEY_PERSON_PM_OFFICIAL,85,대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능,proposal_key_personnel_and_person_profile,False,True,"[""proposal_key_personnel_record"", ""person_card"", ""methodology_context""]",외교부,ODA·국제협력,evaluation_group_unclassified,organization_design,"[""조직진단·조직재설계""]","[""organization_design""]","[""performance_kpi_system"", ""performance_management_and_kpi""]","[""public_or_quasi_public_org""]",[],56,strong,"[""central_policy_context"", ""official_personal_PM_proof"", ""performance_accountability_proof"", ""repeat_anchor_client""]","[""category_fluency"", ""expertise_proof_personal_pm_certificate"", ""person_level_trust"", ""problem_similarity_bias""]","[""외교부"", ""조직재설계"", ""조직진단·조직재설계""]",True,True,True,True,"public_safe_projection; hide raw institution, date, amount, prior firm; avoid causal impact claims",외교부 A사 외교부 조직진단·조직재설계 수행경험 외교부 ODA·국제협력 evaluation_group_unclassified organization_design 외교부 조직진단·조직재설계 조직진단·조직재설계 organization_design performance_kpi_system performance_management_and_kpi public_or_quasi_public_org 외교부 조직재설계 조직진단·조직재설계 central_policy_context official_personal_PM_proof performance_accountability_proof repeat_anchor_client,"{""homepage"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""proposal"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""person_card"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능""}","[""public-safe"", ""masked-client"", ""evidence-layered""]"
TR-031,금융위원회 A사,금융위원회 A사,False,A사,금융위원회,금융위원회 성과관리·내부평가 수행경험,금융위원회 성과관리·내부평가 수행경험,kim_jungsung,PM,B_PERSONAL_PM_OFFICIAL_PROOF_NOT_COMPANY_RECORD,L2_KEY_PERSON_PM_OFFICIAL,85,대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능,proposal_key_personnel_and_person_profile,False,True,"[""proposal_key_personnel_record"", ""person_card"", ""methodology_context""]",금융위원회,금융정책·보증·주택금융,evaluation_group_unclassified,internal_performance_evaluation,"[""성과관리·내부평가""]","[""internal_evaluation"", ""internal_performance_evaluation""]","[""performance_kpi_system"", ""performance_management_and_kpi""]","[""policy_finance_guarantee_institution""]","[""credit_support"", ""funding"", ""guarantee"", ""policy_finance""]",57,strong,"[""central_policy_context"", ""official_personal_PM_proof"", ""performance_accountability_proof"", ""policy_guarantee_finance""]","[""category_fluency"", ""domain_specific_confidence"", ""expertise_proof_personal_pm_certificate"", ""person_level_trust"", ""problem_similarity_bias"", ""scarcity_of_domain_experience""]","[""금융위원회"", ""내부성과평가"", ""정책금융·보증"", ""성과관리·내부평가""]",True,True,True,True,"public_safe_projection; hide raw institution, date, amount, prior firm; avoid causal impact claims",금융위원회 A사 금융위원회 성과관리·내부평가 수행경험 금융위원회 금융정책·보증·주택금융 evaluation_group_unclassified internal_performance_evaluation 금융위원회 성과관리·내부평가 성과관리·내부평가 internal_evaluation internal_performance_evaluation performance_kpi_system performance_management_and_kpi policy_finance_guarantee_institution credit_support funding guarantee policy_finance 금융위원회 내부성과평가 정책금융·보증 성과관리·내부평가 central_policy_context official_personal_PM_proof performance_accountability_proof policy_guarantee_finance,"{""homepage"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""proposal"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""person_card"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능""}","[""public-safe"", ""masked-client"", ""evidence-layered""]"
TR-032,내부성과평가 A사,내부성과평가 A사,False,A사,내부성과평가,내부성과평가 성과관리·내부평가 수행경험,내부성과평가 성과관리·내부평가 수행경험,kim_jungsung,PM,B_PERSONAL_PM_OFFICIAL_PROOF_NOT_COMPANY_RECORD,L2_KEY_PERSON_PM_OFFICIAL,85,대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능,proposal_key_personnel_and_person_profile,False,True,"[""proposal_key_personnel_record"", ""person_card"", ""methodology_context""]",해양수산부,해양·항만·해운·환경,central_public_corporation_group,internal_performance_evaluation,"[""성과관리·내부평가""]","[""internal_evaluation"", ""internal_performance_evaluation""]","[""performance_kpi_system"", ""performance_management_and_kpi""]","[""policy_finance_guarantee_institution""]","[""credit_support"", ""funding"", ""guarantee"", ""policy_finance""]",95,hero,"[""central_policy_context"", ""evaluation_group_sortable"", ""future_policy_or_sensitive_domain"", ""marine_finance_policy"", ""official_personal_PM_proof"", ""performance_accountability_proof"", ""repeat_anchor_client""]","[""authority_halo"", ""buyer_risk_reduction"", ""category_fluency"", ""domain_specific_confidence"", ""evaluation_group_similarity"", ""expertise_proof_personal_pm_certificate"", ""person_level_trust"", ""problem_similarity_bias"", ""recognizable_anchor_institution"", ""scarcity_of_domain_experience""]","[""내부성과평가"", ""정책금융·보증"", ""중앙공기업"", ""해양수산부"", ""성과관리·내부평가""]",True,True,True,True,"public_safe_projection; hide raw institution, date, amount, prior firm; avoid causal impact claims",내부성과평가 A사 내부성과평가 성과관리·내부평가 수행경험 해양수산부 해양·항만·해운·환경 central_public_corporation_group internal_performance_evaluation 내부성과평가 성과관리·내부평가 성과관리·내부평가 internal_evaluation internal_performance_evaluation performance_kpi_system performance_management_and_kpi policy_finance_guarantee_institution credit_support funding guarantee policy_finance 내부성과평가 정책금융·보증 중앙공기업 해양수산부 성과관리·내부평가 central_policy_context evaluation_group_sortable future_policy_or_sensitive_domain marine_finance_policy official_personal_PM_proof performance_accountability_proof repeat_anchor_client,"{""homepage"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""proposal"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""person_card"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능""}","[""public-safe"", ""masked-client"", ""evidence-layered""]"
TR-033,농림축산식품부 A사,농림축산식품부 A사,False,A사,농림축산식품부,농림축산식품부 조직진단·조직재설계 수행경험,농림축산식품부 조직진단·조직재설계 수행경험,kim_jungsung,PM,B_PERSONAL_PM_OFFICIAL_PROOF_NOT_COMPANY_RECORD,L2_KEY_PERSON_PM_OFFICIAL,85,대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능,proposal_key_personnel_and_person_profile,False,True,"[""proposal_key_personnel_record"", ""person_card"", ""methodology_context""]",농림축산식품부,농식품·유통,evaluation_group_unclassified,organization_design,"[""조직진단·조직재설계""]","[""organization_design""]","[""organization_diagnosis_redesign""]","[""public_or_quasi_public_org""]",[],46,supporting,"[""central_policy_context"", ""official_personal_PM_proof"", ""repeat_anchor_client""]","[""category_fluency"", ""expertise_proof_personal_pm_certificate"", ""person_level_trust"", ""problem_similarity_bias""]","[""농림축산식품부"", ""조직재설계"", ""조직진단·조직재설계""]",True,True,True,True,"public_safe_projection; hide raw institution, date, amount, prior firm; avoid causal impact claims",농림축산식품부 A사 농림축산식품부 조직진단·조직재설계 수행경험 농림축산식품부 농식품·유통 evaluation_group_unclassified organization_design 농림축산식품부 조직진단·조직재설계 조직진단·조직재설계 organization_design organization_diagnosis_redesign public_or_quasi_public_org 농림축산식품부 조직재설계 조직진단·조직재설계 central_policy_context official_personal_PM_proof repeat_anchor_client,"{""homepage"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""proposal"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""person_card"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능""}","[""public-safe"", ""masked-client"", ""evidence-layered""]"
TR-034,산업통상자원부 B사,산업통상자원부 B사,False,B사,산업통상자원부,산업통상자원부 조직진단·조직재설계 수행경험,산업통상자원부 조직진단·조직재설계 수행경험,kim_jungsung,PM,B_PERSONAL_PM_OFFICIAL_PROOF_NOT_COMPANY_RECORD,L2_KEY_PERSON_PM_OFFICIAL,85,대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능,proposal_key_personnel_and_person_profile,False,True,"[""proposal_key_personnel_record"", ""person_card"", ""methodology_context""]",산업통상자원부,산업·에너지·안전,evaluation_group_unclassified,organization_design,"[""조직진단·조직재설계""]","[""organization_design""]","[""organization_diagnosis_redesign"", ""workforce_capacity_planning""]","[""energy_nuclear_safety_institution""]","[""energy"", ""industrial_policy"", ""nuclear"", ""safety""]",76,hero,"[""central_policy_context"", ""future_policy_or_sensitive_domain"", ""nuclear_energy_safety"", ""official_personal_PM_proof"", ""repeat_anchor_client""]","[""authority_halo"", ""category_fluency"", ""domain_specific_confidence"", ""expertise_proof_personal_pm_certificate"", ""person_level_trust"", ""problem_similarity_bias"", ""recognizable_anchor_institution"", ""scarcity_of_domain_experience""]","[""산업통상자원부"", ""원자력·에너지·안전"", ""조직재설계"", ""조직진단·조직재설계""]",True,True,True,True,"public_safe_projection; hide raw institution, date, amount, prior firm; avoid causal impact claims",산업통상자원부 B사 산업통상자원부 조직진단·조직재설계 수행경험 산업통상자원부 산업·에너지·안전 evaluation_group_unclassified organization_design 산업통상자원부 조직진단·조직재설계 조직진단·조직재설계 organization_design organization_diagnosis_redesign workforce_capacity_planning energy_nuclear_safety_institution energy industrial_policy nuclear safety 산업통상자원부 원자력·에너지·안전 조직재설계 조직진단·조직재설계 central_policy_context future_policy_or_sensitive_domain nuclear_energy_safety official_personal_PM_proof repeat_anchor_client,"{""homepage"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""proposal"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""person_card"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능""}","[""public-safe"", ""masked-client"", ""evidence-layered""]"
TR-035,SOC·교통 A사,SOC·교통 A사,False,A사,SOC·교통,SOC·교통 전략수립 수행경험,SOC·교통 전략수립 수행경험,kim_jungsung,PM,B_PERSONAL_PM_OFFICIAL_PROOF_NOT_COMPANY_RECORD,L2_KEY_PERSON_PM_OFFICIAL,85,대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능,proposal_key_personnel_and_person_profile,False,True,"[""proposal_key_personnel_record"", ""person_card"", ""methodology_context""]",국토교통부,국토·SOC·교통·도시,central_public_corporation_group,strategy,"[""전략수립""]","[""strategy""]","[""general_problem_solving""]","[""soc_transport_public_operator""]","[""infrastructure_operation"", ""mobility"", ""safety"", ""transport""]",78,hero,"[""central_policy_context"", ""evaluation_group_sortable"", ""future_mobility_soc"", ""official_personal_PM_proof"", ""repeat_anchor_client""]","[""authority_halo"", ""buyer_risk_reduction"", ""domain_specific_confidence"", ""evaluation_group_similarity"", ""expertise_proof_personal_pm_certificate"", ""person_level_trust"", ""recognizable_anchor_institution"", ""scarcity_of_domain_experience""]","[""SOC·교통"", ""국토교통부"", ""전략수립"", ""중앙공기업""]",True,True,True,True,"public_safe_projection; hide raw institution, date, amount, prior firm; avoid causal impact claims",SOC·교통 A사 SOC·교통 전략수립 수행경험 국토교통부 국토·SOC·교통·도시 central_public_corporation_group strategy SOC·교통 전략수립 전략수립 strategy general_problem_solving soc_transport_public_operator infrastructure_operation mobility safety transport SOC·교통 국토교통부 전략수립 중앙공기업 central_policy_context evaluation_group_sortable future_mobility_soc official_personal_PM_proof repeat_anchor_client,"{""homepage"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""proposal"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""person_card"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능""}","[""public-safe"", ""masked-client"", ""evidence-layered""]"
TR-036,SOC·교통 B사,SOC·교통 B사,False,B사,SOC·교통,SOC·교통 전략수립·조직진단·조직재설계 수행경험,SOC·교통 전략수립·조직진단·조직재설계 수행경험,kim_jungsung,PM,B_PERSONAL_PM_OFFICIAL_PROOF_NOT_COMPANY_RECORD,L2_KEY_PERSON_PM_OFFICIAL,85,대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능,proposal_key_personnel_and_person_profile,False,True,"[""proposal_key_personnel_record"", ""person_card"", ""methodology_context""]",지방자치단체,지방행정·지방공기업·지역정책,central_public_corporation_group,strategy,"[""전략수립"", ""조직진단·조직재설계""]","[""organization_design"", ""strategy""]","[""job_based_hr"", ""job_based_hr_and_compensation""]","[""soc_transport_public_operator""]","[""infrastructure_operation"", ""mobility"", ""safety"", ""transport""]",48,supporting,"[""evaluation_group_sortable"", ""official_personal_PM_proof"", ""strategy_to_organization_integrated""]","[""buyer_risk_reduction"", ""category_fluency"", ""domain_specific_confidence"", ""evaluation_group_similarity"", ""expertise_proof_personal_pm_certificate"", ""person_level_trust"", ""problem_similarity_bias"", ""scarcity_of_domain_experience"", ""sein_sollen_integrated_design"", ""systemic_problem_solving""]","[""SOC·교통"", ""전략수립"", ""조직재설계"", ""중앙공기업"", ""지방자치단체""]",True,True,True,True,"public_safe_projection; hide raw institution, date, amount, prior firm; avoid causal impact claims",SOC·교통 B사 SOC·교통 전략수립·조직진단·조직재설계 수행경험 지방자치단체 지방행정·지방공기업·지역정책 central_public_corporation_group strategy SOC·교통 전략수립 전략수립 조직진단·조직재설계 organization_design strategy job_based_hr job_based_hr_and_compensation soc_transport_public_operator infrastructure_operation mobility safety transport SOC·교통 전략수립 조직재설계 중앙공기업 지방자치단체 evaluation_group_sortable official_personal_PM_proof strategy_to_organization_integrated,"{""homepage"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""proposal"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""person_card"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능""}","[""public-safe"", ""masked-client"", ""evidence-layered""]"
TR-037,전략수립 B사,전략수립 B사,False,B사,전략수립,전략수립 전략수립·조직진단·조직재설계 수행경험,전략수립 전략수립·조직진단·조직재설계 수행경험,kim_jungsung,PM,B_PERSONAL_PM_OFFICIAL_PROOF_NOT_COMPANY_RECORD,L2_KEY_PERSON_PM_OFFICIAL,85,대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능,proposal_key_personnel_and_person_profile,False,True,"[""proposal_key_personnel_record"", ""person_card"", ""methodology_context""]",중소벤처기업부,중소벤처·창업·산업진흥,central_quasi_government_or_public_agency_group,strategy,"[""전략수립"", ""조직진단·조직재설계""]","[""organization_design"", ""strategy""]","[""organization_diagnosis_redesign"", ""portfolio_and_business_model"", ""portfolio_business_model""]","[""policy_finance_guarantee_institution""]","[""credit_support"", ""funding"", ""guarantee"", ""policy_finance""]",86,hero,"[""central_policy_context"", ""evaluation_group_sortable"", ""official_personal_PM_proof"", ""policy_guarantee_finance"", ""startup_sme"", ""strategy_to_organization_integrated""]","[""authority_halo"", ""buyer_risk_reduction"", ""category_fluency"", ""domain_specific_confidence"", ""evaluation_group_similarity"", ""expertise_proof_personal_pm_certificate"", ""person_level_trust"", ""problem_similarity_bias"", ""recognizable_anchor_institution"", ""scarcity_of_domain_experience"", ""sein_sollen_integrated_design"", ""systemic_problem_solving""]","[""전략수립"", ""정책금융·보증"", ""조직재설계"", ""준정부기관"", ""중소벤처기업부""]",True,True,True,True,"public_safe_projection; hide raw institution, date, amount, prior firm; avoid causal impact claims",전략수립 B사 전략수립 전략수립·조직진단·조직재설계 수행경험 중소벤처기업부 중소벤처·창업·산업진흥 central_quasi_government_or_public_agency_group strategy 전략수립 전략수립 전략수립 조직진단·조직재설계 organization_design strategy organization_diagnosis_redesign portfolio_and_business_model portfolio_business_model policy_finance_guarantee_institution credit_support funding guarantee policy_finance 전략수립 정책금융·보증 조직재설계 준정부기관 중소벤처기업부 central_policy_context evaluation_group_sortable official_personal_PM_proof policy_guarantee_finance startup_sme strategy_to_organization_integrated,"{""homepage"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""proposal"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""person_card"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능""}","[""public-safe"", ""masked-client"", ""evidence-layered""]"
TR-038,R&D·전문기관 C사,R&D·전문기관 C사,False,C사,R&D·전문기관,R&D·전문기관 전략수립 수행경험,R&D·전문기관 전략수립 수행경험,kim_jungsung,PM,B_PERSONAL_PM_OFFICIAL_PROOF_NOT_COMPANY_RECORD,L2_KEY_PERSON_PM_OFFICIAL,85,대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능,proposal_key_personnel_and_person_profile,False,True,"[""proposal_key_personnel_record"", ""person_card"", ""methodology_context""]",국토교통부,국토·SOC·교통·도시,central_public_corporation_group,strategy,"[""전략수립""]","[""strategy""]","[""new_business_and_policy_response""]","[""rd_specialized_research_institution"", ""soc_transport_public_operator""]","[""infrastructure_operation"", ""mobility"", ""rd_governance"", ""research"", ""safety"", ""specialized_function"", ""technology"", ""transport""]",67,strong,"[""central_policy_context"", ""evaluation_group_sortable"", ""future_mobility_soc"", ""official_personal_PM_proof"", ""repeat_anchor_client""]","[""authority_halo"", ""buyer_risk_reduction"", ""domain_specific_confidence"", ""evaluation_group_similarity"", ""expertise_proof_personal_pm_certificate"", ""person_level_trust"", ""recognizable_anchor_institution"", ""scarcity_of_domain_experience""]","[""R&D·전문기관"", ""SOC·교통"", ""국토교통부"", ""전략수립"", ""중앙공기업""]",True,True,True,True,"public_safe_projection; hide raw institution, date, amount, prior firm; avoid causal impact claims",R&D·전문기관 C사 R&D·전문기관 전략수립 수행경험 국토교통부 국토·SOC·교통·도시 central_public_corporation_group strategy R&D·전문기관 전략수립 전략수립 strategy new_business_and_policy_response rd_specialized_research_institution soc_transport_public_operator infrastructure_operation mobility rd_governance research safety specialized_function technology transport R&D·전문기관 SOC·교통 국토교통부 전략수립 중앙공기업 central_policy_context evaluation_group_sortable future_mobility_soc official_personal_PM_proof repeat_anchor_client,"{""homepage"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""proposal"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""person_card"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능""}","[""public-safe"", ""masked-client"", ""evidence-layered""]"
TR-039,문화체육관광부 B사,문화체육관광부 B사,False,B사,문화체육관광부,문화체육관광부 전략수립 수행경험,문화체육관광부 전략수립 수행경험,kim_jungsung,PM,B_PERSONAL_PM_OFFICIAL_PROOF_NOT_COMPANY_RECORD,L2_KEY_PERSON_PM_OFFICIAL,85,대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능,proposal_key_personnel_and_person_profile,False,True,"[""proposal_key_personnel_record"", ""person_card"", ""methodology_context""]",문화체육관광부,문화·콘텐츠·체육,central_quasi_government_or_public_agency_group,strategy,"[""전략수립""]","[""strategy""]","[""general_problem_solving""]","[""industry_promotion_agency""]","[""contents_ip_support"", ""industry_promotion"", ""program_operation"", ""startup_sme_support""]",53,supporting,"[""central_policy_context"", ""contents_culture"", ""evaluation_group_sortable"", ""official_personal_PM_proof""]","[""buyer_risk_reduction"", ""evaluation_group_similarity"", ""expertise_proof_personal_pm_certificate"", ""person_level_trust""]","[""문화체육관광부"", ""산업진흥"", ""전략수립"", ""준정부기관""]",True,True,True,True,"public_safe_projection; hide raw institution, date, amount, prior firm; avoid causal impact claims",문화체육관광부 B사 문화체육관광부 전략수립 수행경험 문화체육관광부 문화·콘텐츠·체육 central_quasi_government_or_public_agency_group strategy 문화체육관광부 전략수립 전략수립 strategy general_problem_solving industry_promotion_agency contents_ip_support industry_promotion program_operation startup_sme_support 문화체육관광부 산업진흥 전략수립 준정부기관 central_policy_context contents_culture evaluation_group_sortable official_personal_PM_proof,"{""homepage"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""proposal"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능"", ""person_card"": ""대표 컨설턴트 PM 수행경험/ 개인 실적증명 가능""}","[""public-safe"", ""masked-client"", ""evidence-layered""]"
